table,register_name,bits,field_name,description,type,reset
Table 8-670: cmn_hns_rl_msmon_cfg_mbwu_ctl attributes,cmn_hns_rl_msmon_cfg_mbwu_ctl,[22:20],hns_rl_msmon_cfg_mbwu_ctl_subtype,A monitor can have other event matching criteria. The meaning of values in this field varies by monitor type. The MBWU monitor type supports: 0 Do not count any bandwidth. 1 Count bandwidth used by memory reads 2 Count bandwidth used by memory writes 3 Count bandwidth used by memory reads and memory writes All other values are reserved and behaviour of a monitor with SUBTYPE set to one of the reserved values is UNPREDICTABLE.,RW,0x0
Table 8-670: cmn_hns_rl_msmon_cfg_mbwu_ctl attributes,cmn_hns_rl_msmon_cfg_mbwu_ctl,[19],hns_rl_msmon_cfg_mbwu_ctl_sclen,"0 MSMON_MBWU.VALUE has bytes counted by the monitor instance. 1 MSMON_MBWU.VALUE has bytes counted by the monitor instance, shifted right by MPAMF_MBWUMON_IDR.SCALE.",RW,0x0
Table 8-670: cmn_hns_rl_msmon_cfg_mbwu_ctl attributes,cmn_hns_rl_msmon_cfg_mbwu_ctl,[18],Reserved,Reserved,RO,-
Table 8-670: cmn_hns_rl_msmon_cfg_mbwu_ctl attributes,cmn_hns_rl_msmon_cfg_mbwu_ctl,[17],hns_rl_msmon_cfg_mbwu_ctl_match_pmg,0 Monitor bandwidth used by all PMG values. 1 Only monitor bandwidth used with the PMG value matching MSMON_CFG_CSU_FLT.PMG.,RW,0x0
Table 8-670: cmn_hns_rl_msmon_cfg_mbwu_ctl attributes,cmn_hns_rl_msmon_cfg_mbwu_ctl,[16],hns_rl_msmon_cfg_mbwu_ctl_match_partid,0 Monitor bandwidth used by all PARTIDs. 1 Only monitor bandwidth used with the PARTID matching MSMON_CFG_MBWU_FLT.PARTID.,RW,0x0
Table 8-670: cmn_hns_rl_msmon_cfg_mbwu_ctl attributes,cmn_hns_rl_msmon_cfg_mbwu_ctl,[15:8],Reserved,Reserved,RO,-
Table 8-670: cmn_hns_rl_msmon_cfg_mbwu_ctl attributes,cmn_hns_rl_msmon_cfg_mbwu_ctl,[7:0],hns_rl_msmon_cfg_mbwu_ctl_type,Read-only Constant type indicating the type of the monitor. MBWU monitor is TYPE = 0x42.,RW,0x42
Table 8-671: cmn_hns_rl_msmon_csu attributes,cmn_hns_rl_msmon_csu,[63:32],Reserved,Reserved,RO,-
Table 8-671: cmn_hns_rl_msmon_csu attributes,cmn_hns_rl_msmon_csu,[31],hns_rl_msmon_csu_nrdy,"Indicates that the monitor does not have accurate data, possibly because insufficient time has elapsed since the monitor was last configured.",RW,0x0
Table 8-671: cmn_hns_rl_msmon_csu attributes,cmn_hns_rl_msmon_csu,[30:0],hns_rl_msmon_csu_value,Cache storage usage value if NRDY is 0. Invalid if NRDY is 1. VALUE is the cache storage usage in bytes.,RW,0x0
Table 8-672: cmn_hns_rl_msmon_csu_capture attributes,cmn_hns_rl_msmon_csu_capture,[63:32],Reserved,Reserved,RO,-
Table 8-672: cmn_hns_rl_msmon_csu_capture attributes,cmn_hns_rl_msmon_csu_capture,[31],hns_rl_msmon_csu_capture_nrdy,"Indicates that the monitor does not have accurate data, possibly because insufficient time has elapsed since the monitor was last configured.",RW,0x0
Table 8-672: cmn_hns_rl_msmon_csu_capture attributes,cmn_hns_rl_msmon_csu_capture,[30:0],hns_rl_msmon_csu_capture_value,Cache storage usage value if NRDY is 0. Invalid if NRDY is 1. VALUE is the cache storage usage in bytes.,RW,0x0
Table 8-673: cmn_hns_rl_msmon_mbwu attributes,cmn_hns_rl_msmon_mbwu,[63:32],Reserved,Reserved,RO,-
Table 8-673: cmn_hns_rl_msmon_mbwu attributes,cmn_hns_rl_msmon_mbwu,[31],hns_rl_msmon_mbwu_nrdy,"Indicates that the monitor does not have accurate data, possibly because insufficient time has elapsed since the monitor was last configured.",RW,0x0
Table 8-673: cmn_hns_rl_msmon_mbwu attributes,cmn_hns_rl_msmon_mbwu,[30:0],hns_rl_msmon_mbwu_value,Memory channel bandwidth value if NRDY is 0. Invalid if NRDY is 1. VALUE is the memory channel bandwidth usage in megabytes.,RW,0x0
Table 8-674: cmn_hns_rl_msmon_mbwu_capture attributes,cmn_hns_rl_msmon_mbwu_capture,[63:32],Reserved,Reserved,RO,-
Table 8-674: cmn_hns_rl_msmon_mbwu_capture attributes,cmn_hns_rl_msmon_mbwu_capture,[31],hns_rl_msmon_mbwu_capture_nrdy,"Indicates that the monitor does not have accurate data, possibly because insufficient time has elapsed since the monitor was last configured.",RW,0x0
Table 8-674: cmn_hns_rl_msmon_mbwu_capture attributes,cmn_hns_rl_msmon_mbwu_capture,[30:0],hns_rl_msmon_mbwu_capture_value,Memory channel bandwidth value if NRDY is 0. Invalid if NRDY is 1. VALUE is the memory channel bandwidth usage in megabytes.,RW,0x0
Table 8-675: cmn_hns_rl_mpamcfg_cpbm attributes,cmn_hns_rl_mpamcfg_cpbm,[63:16],Reserved,Reserved ‑,RO,-
Table 8-675: cmn_hns_rl_mpamcfg_cpbm attributes,cmn_hns_rl_mpamcfg_cpbm,[15:0],hns_rl_mpamcfg_cpbm_cpbm,Bitmap of portions of cache capacity allocable by the partition selected by MPAMCFG_PART_SEL. NOTE CPBM can not be all zeros for any PARTID.,RW,0xFFFF
Table 8-677: cmn_hns_mpam_s_node_info attributes,cmn_hns_mpam_s_node_info,[63:48],Reserved,Reserved ‑,RO,-
Table 8-677: cmn_hns_mpam_s_node_info attributes,cmn_hns_mpam_s_node_info,[47:32],logical_id,Component logical ID,RO,0x00
Table 8-677: cmn_hns_mpam_s_node_info attributes,cmn_hns_mpam_s_node_info,[31:16],node_id,Component node ID,RO,0x00
Table 8-677: cmn_hns_mpam_s_node_info attributes,cmn_hns_mpam_s_node_info,[15:0],node_type,CMN node type identifier,RO,0x0
Table 8-678: cmn_hns_mpam_s_child_info attributes,cmn_hns_mpam_s_child_info,[63:32],Reserved,Reserved,RO,-
Table 8-678: cmn_hns_mpam_s_child_info attributes,cmn_hns_mpam_s_child_info,[31:16],child_ptr_offset,Starting register offset which contains pointers to the child nodes,RO,0x0
Table 8-678: cmn_hns_mpam_s_child_info attributes,cmn_hns_mpam_s_child_info,[15:0],child_count,Number of child nodes; used in discovery process,RO,0b0
Table 8-679: cmn_hns_s_mpam_idr attributes,cmn_hns_s_mpam_idr,[63:44],Reserved,Reserved ‑,RO,-
Table 8-679: cmn_hns_s_mpam_idr attributes,cmn_hns_s_mpam_idr,[43],hns_s_mpam_has_nfu,0 HN-F does not support no future use field 1 HN-F supports no future use field,RO,0b0
Table 8-679: cmn_hns_s_mpam_idr attributes,cmn_hns_s_mpam_idr,[42],hns_s_mpam_has_endis,0 HN-F does not support PARTID enable and disable functionality 1 HN-F supports PARTID enable and disable functionality,RO,0b0
Table 8-679: cmn_hns_s_mpam_idr attributes,cmn_hns_s_mpam_idr,[41],hns_s_mpam_sp4,0 HN-F supports two PARTID spaces 1 HN-F supports four PARTID spaces,RO,0b1
Table 8-679: cmn_hns_s_mpam_idr attributes,cmn_hns_s_mpam_idr,[40],hns_s_mpam_has_err_msi,0 HN-F does not support MSI writes to signal MPAM error interrupt 1 HN-F supports MSI writes to signal MPAM error interrupt,RO,0b0
Table 8-679: cmn_hns_s_mpam_idr attributes,cmn_hns_s_mpam_idr,[39],hns_s_mpam_has_esr,0 HN-F does not support MPAM error handling 1 HN-F supports MPAM error handling,RO,0b1
Table 8-679: cmn_hns_s_mpam_idr attributes,cmn_hns_s_mpam_idr,[38],hns_s_mpam_has_extd_esr,0 MPAMF_ESR is 32 bits 1 MPAMF_ESR is 64 bits,RO,0b0
Table 8-679: cmn_hns_s_mpam_idr attributes,cmn_hns_s_mpam_idr,[37:33],Reserved,Reserved ‑,RO,-
Table 8-679: cmn_hns_s_mpam_idr attributes,cmn_hns_s_mpam_idr,[32],hns_s_mpam_has_ris,0 HN-F does not support MPAM resource instance selector 1 HN-F supports MPAM resource instance selector,RO,0b0
Table 8-679: cmn_hns_s_mpam_idr attributes,cmn_hns_s_mpam_idr,[31],hns_s_mpam_has_partid_nrw,0 HN-F does not support MPAM PARTID Narrowing 1 HN-F supports MPAM PARTID Narrowing,RO,0x0
Table 8-679: cmn_hns_s_mpam_idr attributes,cmn_hns_s_mpam_idr,[30],hns_s_mpam_has_msmon,0 MPAM performance monitoring is not supported 1 MPAM performance monitoring is supported,RO,0x0
Table 8-679: cmn_hns_s_mpam_idr attributes,cmn_hns_s_mpam_idr,[29],hns_s_mpam_has_impl_idr,0 MPAM implementation specific partitioning features not dependent supported 1 MPAM implementation specific partitioning features supported,RO,Configuration dependent
Table 8-679: cmn_hns_s_mpam_idr attributes,cmn_hns_s_mpam_idr,[28],hns_s_mpam_ext,0 HN-F has no defined bits in [63:32] 1 HN-F has bits defined in [63:32],RO,0b1
Table 8-679: cmn_hns_s_mpam_idr attributes,cmn_hns_s_mpam_idr,[27],hns_s_mpam_has_pri_part,0 MPAM priority partitioning is not supported 1 MPAM priority partitioning is supported,RO,0x0
Table 8-679: cmn_hns_s_mpam_idr attributes,cmn_hns_s_mpam_idr,[26],hns_s_mpam_has_mbw_part,0 MPAM memory bandwidth partitioning is not supported 1 MPAM memory bandwidth partitioning is supported,RO,0x0
Table 8-679: cmn_hns_s_mpam_idr attributes,cmn_hns_s_mpam_idr,[25],hns_s_mpam_has_cpor_part,0 MPAM cache portion partitioning is not supported dependent 1 MPAM cache portion partitioning is supported,RO,Configuration dependent
Table 8-679: cmn_hns_s_mpam_idr attributes,cmn_hns_s_mpam_idr,[24],hns_s_mpam_has_ccap_part,0 MPAM cache maximum capacity partitioning is not dependent supported 1 MPAM cache maximum capacity partitioning is supported,RO,Configuration dependent
Table 8-679: cmn_hns_s_mpam_idr attributes,cmn_hns_s_mpam_idr,[23:16],hns_s_mpam_pmg_max,Maximum value of non-secure PMG supported by this HN-F,RO,0x1
Table 8-679: cmn_hns_s_mpam_idr attributes,cmn_hns_s_mpam_idr,[15:0],hns_s_mpam_partid_max,Maximum value of secure PARTID supported by this HN-F,RO,0xF
Table 8-680: cmn_hns_mpam_sidr attributes,cmn_hns_mpam_sidr,[63:24],Reserved,Reserved ‑,RO,-
Table 8-680: cmn_hns_mpam_sidr attributes,cmn_hns_mpam_sidr,[23:16],hns_mpam_s_pmg_max,Maximum value of secure PMG supported by this HN-F,RO,0x1
Table 8-680: cmn_hns_mpam_sidr attributes,cmn_hns_mpam_sidr,[15:0],hns_mpam_s_partid_max,Maximum value of secure PARTID supported by this HN-F,RO,0xF
Table 8-681: cmn_hns_s_mpam_iidr attributes,cmn_hns_s_mpam_iidr,[63:32],Reserved,Reserved ‑,RO,-
Table 8-681: cmn_hns_s_mpam_iidr attributes,cmn_hns_s_mpam_iidr,[31:20],hns_mpam_iidr_productid,Implementation defined value identifying MPAM memory system component,RO,0x3e
Table 8-681: cmn_hns_s_mpam_iidr attributes,cmn_hns_s_mpam_iidr,[19:16],hns_mpam_iidr_variant,Implementation defined value identifying major revision of the product dependent,RO,Configuration dependent
Table 8-681: cmn_hns_s_mpam_iidr attributes,cmn_hns_s_mpam_iidr,[15:12],hns_mpam_iidr_revision,Implementation defined value identifying minor revision of the product,RO,0b0000
Table 8-681: cmn_hns_s_mpam_iidr attributes,cmn_hns_s_mpam_iidr,[11:0],hns_mpam_iidr_implementer,Implementation defined value identifying company that implemented MPAM memory system component,RO,0x43B
Table 8-682: cmn_hns_s_mpam_aidr attributes,cmn_hns_s_mpam_aidr,[63:8],Reserved,Reserved ‑,RO,-
Table 8-682: cmn_hns_s_mpam_aidr attributes,cmn_hns_s_mpam_aidr,[7:4],hns_mpam_aidr_arch_major_rev,Major revision of the MPAM architecture that this memory system component implements,RO,0b0001
Table 8-682: cmn_hns_s_mpam_aidr attributes,cmn_hns_s_mpam_aidr,[3:0],hns_mpam_aidr_arch_minor_rev,Minor revision of the MPAM architecture that this memory system component implements,RO,0b0001
Table 8-683: cmn_hns_s_mpam_impl_idr attributes,cmn_hns_s_mpam_impl_idr,[63:32],Reserved,Reserved ‑,RO,-
Table 8-683: cmn_hns_s_mpam_impl_idr attributes,cmn_hns_s_mpam_impl_idr,[31:0],hns_s_mpam_impl_idr,Implementation defined partitioning features.,RO,0x00000000
Table 8-684: cmn_hns_s_mpam_cpor_idr attributes,cmn_hns_s_mpam_cpor_idr,[63:16],Reserved,Reserved ‑,RO,-
Table 8-684: cmn_hns_s_mpam_cpor_idr attributes,cmn_hns_s_mpam_cpor_idr,[15:0],hns_s_mpam_cpor_idr_cpbm_wd,Number of bits in the cache portion partitioning bit map of this device.,RO,0x10
Table 8-685: cmn_hns_s_mpam_ccap_idr attributes,cmn_hns_s_mpam_ccap_idr,[63:32],Reserved,Reserved ‑,RO,-
Table 8-685: cmn_hns_s_mpam_ccap_idr attributes,cmn_hns_s_mpam_ccap_idr,[31],hns_s_mpam_ccap_idr_has_cmax_softlim,0 HN-F has no SOFTLIM field and the maximum capacity is controlled with a hard limit 1 HN-F has a SOFTLIM field and the maximum capacity is controlled with a hard limit,RO,0x0
Table 8-685: cmn_hns_s_mpam_ccap_idr attributes,cmn_hns_s_mpam_ccap_idr,[30],hns_s_mpam_ccap_idr_no_cmax,0 HN-F support MPAMCFG_CMAX 1 HN-F doesn’t support MPAMCFG_CMAX,RO,0x0
Table 8-685: cmn_hns_s_mpam_ccap_idr attributes,cmn_hns_s_mpam_ccap_idr,[29],hns_s_mpam_ccap_idr_has_cmin,0 HN-F does not support MPAMCFG_CMIN 1 HN-F supports MPAMCFG_CMIN,RO,0x0
Table 8-685: cmn_hns_s_mpam_ccap_idr attributes,cmn_hns_s_mpam_ccap_idr,[28],hns_s_mpam_ccap_idr_has_cassoc,0 HN-F does not support MPAMCFG_CASSOC 1 HN-F supports MPAMCFG_CASSOC,RO,0x0
Table 8-685: cmn_hns_s_mpam_ccap_idr attributes,cmn_hns_s_mpam_ccap_idr,[27:13],Reserved,Reserved ‑,RO,-
Table 8-685: cmn_hns_s_mpam_ccap_idr attributes,cmn_hns_s_mpam_ccap_idr,[12:8],hns_s_mpam_ccap_idr_cassoc_wd,Number of fractional bits implemented in the cache associativity partitioning.,RO,0x0
Table 8-685: cmn_hns_s_mpam_ccap_idr attributes,cmn_hns_s_mpam_ccap_idr,[7:6],Reserved,Reserved ‑,RO,-
Table 8-685: cmn_hns_s_mpam_ccap_idr attributes,cmn_hns_s_mpam_ccap_idr,[5:0],hns_s_mpam_ccap_idr_cmax_wd,Number of fractional bits implemented in the cache capacity partitioning.,RO,0x7
Table 8-686: cmn_hns_s_mpam_mbw_idr attributes,cmn_hns_s_mpam_mbw_idr,[63:29],Reserved,Reserved ‑,RO,-
Table 8-686: cmn_hns_s_mpam_mbw_idr attributes,cmn_hns_s_mpam_mbw_idr,[28:16],hns_s_mpam_mbw_idr_bwpbm_wd,Number of bits indication portions in MPAMCFG_MBW_PBM register.,RO,0x0
Table 8-686: cmn_hns_s_mpam_mbw_idr attributes,cmn_hns_s_mpam_mbw_idr,[15],Reserved,Reserved ‑,RO,-
Table 8-686: cmn_hns_s_mpam_mbw_idr attributes,cmn_hns_s_mpam_mbw_idr,[14],hns_s_mpam_mbw_idr_windwr,"0 The bandwidth accounting period should be read from MPAMCFG_MBW_WINDWR register, which might be fixed. 1 The bandwidth accounting width is readable and writable per partition in MPAMCFG_MBW_WINDWR register.",RO,0x0
Table 8-686: cmn_hns_s_mpam_mbw_idr attributes,cmn_hns_s_mpam_mbw_idr,[13],hns_s_mpam_mbw_idr_has_prop,0 There is no memory bandwidth proportional stride control and no MPAMCFG_MBW_PROP register 1 MPAMCFG_MBW_PROP register exists and memory bandwidth proportional stride memory bandwidth allocation scheme is supported.,RO,0x0
Table 8-686: cmn_hns_s_mpam_mbw_idr attributes,cmn_hns_s_mpam_mbw_idr,[12],hns_s_mpam_mbw_idr_has_pbm,0 There is no memory bandwidth portion control and no MPAMCFG_MBW_PBM register 1 MPAMCFG_MBW_PBM register exists and memory bandwidth portion allocation scheme is supported.,RO,0x0
Table 8-686: cmn_hns_s_mpam_mbw_idr attributes,cmn_hns_s_mpam_mbw_idr,[11],hns_s_mpam_mbw_idr_has_max,0 There is no maximum memory bandwidth control and no MPAMCFG_MBW_MAX register 1 MPAMCFG_MBW_MAX register exists and maximum memory bandwidth allocation scheme is supported.,RO,0x0
Table 8-686: cmn_hns_s_mpam_mbw_idr attributes,cmn_hns_s_mpam_mbw_idr,[10],hns_s_mpam_mbw_idr_has_min,0 There is no minimum memory bandwidth control and no MPAMCFG_MBW_MIN register 1 MPAMCFG_MBW_MIN register exists and minimum memory bandwidth allocation scheme is supported.,RO,0x0
Table 8-686: cmn_hns_s_mpam_mbw_idr attributes,cmn_hns_s_mpam_mbw_idr,[9:6],Reserved,Reserved ‑,RO,-
Table 8-686: cmn_hns_s_mpam_mbw_idr attributes,cmn_hns_s_mpam_mbw_idr,[5:0],hns_s_mpam_mbw_idr_bwa_wd,"Number of implemented bits in bandwidth allocation fields: MIN, MAX, and STRIDE. Value must be between 1 to 16",RO,0b0000
Table 8-687: cmn_hns_s_mpam_pri_idr attributes,cmn_hns_s_mpam_pri_idr,[63:26],Reserved,Reserved,RO,-
Table 8-687: cmn_hns_s_mpam_pri_idr attributes,cmn_hns_s_mpam_pri_idr,[25:20],hns_s_mpam_pri_idr_dspri_wd,Number of bits in downstream priority field (DSPRI) in MPAMCFG_PRI.,RO,0x0
Table 8-687: cmn_hns_s_mpam_pri_idr attributes,cmn_hns_s_mpam_pri_idr,[19:18],Reserved,Reserved,RO,-
Table 8-687: cmn_hns_s_mpam_pri_idr attributes,cmn_hns_s_mpam_pri_idr,[17],hns_s_mpam_pri_idr_has_dspri_0_is_low,"0 In the DSPRI field, a value of 0 means highest priority. 1 In the DSPRI field, a value of 0 means lowest priority.",RO,0x0
Table 8-687: cmn_hns_s_mpam_pri_idr attributes,cmn_hns_s_mpam_pri_idr,[16],hns_s_mpam_pri_idr_has_dspri,"0 This memory system component supports priority, but doesn’t have a downstream priority (DSPRI) field in MPAMCFG_PRI. 1 This memory system component supports downstream priority and has an DSPRI field.",RO,0x0
Table 8-687: cmn_hns_s_mpam_pri_idr attributes,cmn_hns_s_mpam_pri_idr,[15:10],Reserved,Reserved,RO,-
Table 8-687: cmn_hns_s_mpam_pri_idr attributes,cmn_hns_s_mpam_pri_idr,[9:4],hns_s_mpam_pri_idr_intpri_wd,Number of bits in the internal priority field (INTPRI) in MPAMCFG_PRI.,RO,0x0
Table 8-687: cmn_hns_s_mpam_pri_idr attributes,cmn_hns_s_mpam_pri_idr,[3:2],Reserved,Reserved,RO,-
Table 8-687: cmn_hns_s_mpam_pri_idr attributes,cmn_hns_s_mpam_pri_idr,[1],hns_s_mpam_pri_idr_intpri_0_is_low,"0 In the INTPRI field, a value of 0 means highest priority. 1 In the INTPRI field, a value of 0 means lowest priority.",RO,0x0
Table 8-687: cmn_hns_s_mpam_pri_idr attributes,cmn_hns_s_mpam_pri_idr,[0],hns_s_mpam_pri_idr_has_intpri,"0 This memory system component supports priority, but doesn’t have an internal priority field in MPAMCFG_PRI. 1 This memory system component supports internal priority and has an INTPRI field.",RO,0x0
Table 8-688: cmn_hns_s_mpam_partid_nrw_idr attributes,cmn_hns_s_mpam_partid_nrw_idr,[63:16],Reserved,Reserved ‑,RO,-
Table 8-688: cmn_hns_s_mpam_partid_nrw_idr attributes,cmn_hns_s_mpam_partid_nrw_idr,[15:0],hns_s_mpam_partid_nrw_idr_intpartid_max,This field indicates the largest intPARTID supported in this component.,RO,0x00
Table 8-689: cmn_hns_s_mpam_msmon_idr attributes,cmn_hns_s_mpam_msmon_idr,[63:32],Reserved,Reserved ‑,RO,-
Table 8-689: cmn_hns_s_mpam_msmon_idr attributes,cmn_hns_s_mpam_msmon_idr,[31],hns_s_mpam_msmon_has_local_capt_evnt,Has the local capture event generator and the MSMON_CAPT_EVNT register.,RO,0x1
Table 8-689: cmn_hns_s_mpam_msmon_idr attributes,cmn_hns_s_mpam_msmon_idr,[30],hns_s_mpam_msmon_no_hw_oflw_intr,0 HNF has hardwired MPAM overflow interrupt 1 HNF doesn’t have hardwired MPAM overflow interrupt,RO,0b1
Table 8-689: cmn_hns_s_mpam_msmon_idr attributes,cmn_hns_s_mpam_msmon_idr,[29],hns_s_mpam_msmon_has_oflow_msi,0 HNF doesn’t have support for MSI writes to signal MPAM monitor overflow interrupt 1 HNF has support for MSI writes to signal MPAM monitor overflow interrupt,RO,0b0
Table 8-689: cmn_hns_s_mpam_msmon_idr attributes,cmn_hns_s_mpam_msmon_idr,[28],hns_s_mpam_msmon_has_oflow_sr,0 HNF doesn’t have overflow status register 1 HNF has overflow status register,RO,0b0
Table 8-689: cmn_hns_s_mpam_msmon_idr attributes,cmn_hns_s_mpam_msmon_idr,[27:18],Reserved,Reserved ‑,RO,-
Table 8-689: cmn_hns_s_mpam_msmon_idr attributes,cmn_hns_s_mpam_msmon_idr,[17],hns_s_mpam_msmon_mbwu,This component has a performance monitor for Memory Bandwidth Usage by PARTID and PMG.,RO,0x0
Table 8-689: cmn_hns_s_mpam_msmon_idr attributes,cmn_hns_s_mpam_msmon_idr,[16],hns_s_mpam_msmon_csu,This component has a performance monitor for Cache Storage Usage by PARTID and PMG. dependent,RO,Configuration dependent
Table 8-689: cmn_hns_s_mpam_msmon_idr attributes,cmn_hns_s_mpam_msmon_idr,[15:0],Reserved,Reserved ‑,RO,-
Table 8-690: cmn_hns_s_mpam_csumon_idr attributes,cmn_hns_s_mpam_csumon_idr,[63:32],Reserved,Reserved ‑,RO,-
Table 8-690: cmn_hns_s_mpam_csumon_idr attributes,cmn_hns_s_mpam_csumon_idr,[31],hns_s_mpam_csumon_has_capture,0 MSMON_CSU_CAPTURE is not implemented and there is no support for capture events in this component’s CSU monitor feature. 1 This component’s CSU monitor feature has an MSMON_CSU_CAPTURE register for every MSMON_CSU and supports the capture event behaviour.,RO,0x1
Table 8-690: cmn_hns_s_mpam_csumon_idr attributes,cmn_hns_s_mpam_csumon_idr,[30],hns_s_mpam_csumon_csu_ro,0 MSMON_CSU is read/write. 1 MSMON_CSU is read-only.,RO,0b0
Table 8-690: cmn_hns_s_mpam_csumon_idr attributes,cmn_hns_s_mpam_csumon_idr,[29],hns_s_mpam_csumon_has_xcl,0 MSMON_CFG_CSU_FLT does not implement the XCL field 1 MSMON_CFG_CSU_FLT implements the XCL field,RO,0b0
Table 8-690: cmn_hns_s_mpam_csumon_idr attributes,cmn_hns_s_mpam_csumon_idr,[28],Reserved,Reserved ‑,RO,-
Table 8-690: cmn_hns_s_mpam_csumon_idr attributes,cmn_hns_s_mpam_csumon_idr,[27],hns_s_mpam_csumon_has_oflow_lnkg,0 HNF doesn’t support CSU overflow linkage 1 HNF supports CSU overflow linkage,RO,0b0
Table 8-690: cmn_hns_s_mpam_csumon_idr attributes,cmn_hns_s_mpam_csumon_idr,[26],hns_s_mpam_csumon_has_ofsr,0 MSMON_CSU_OFSR register is not implemented 1 MSMON_CSU_OFSR register is implemented,RO,0b0
Table 8-690: cmn_hns_s_mpam_csumon_idr attributes,cmn_hns_s_mpam_csumon_idr,[25],hns_s_mpam_csumon_has_cevnt_oflw,0 HNF doesn’t support MSMON_CFG_CSU_CTL.CEVNT_OFLW 1 HNF supports MSMON_CFG_CSU_CTL.CEVNT_OFLW,RO,0b0
Table 8-690: cmn_hns_s_mpam_csumon_idr attributes,cmn_hns_s_mpam_csumon_idr,[24],hns_s_mpam_csumon_has_oflow_capt,0 HNF doesn’t support MSMON_CFG_CSU_CTL.OFLOW_CAPT 1 HNF supports MSMON_CFG_CSU_CTL.OFLOW_CAPT,RO,0b0
Table 8-690: cmn_hns_s_mpam_csumon_idr attributes,cmn_hns_s_mpam_csumon_idr,[23:16],Reserved,Reserved ‑,RO,-
Table 8-690: cmn_hns_s_mpam_csumon_idr attributes,cmn_hns_s_mpam_csumon_idr,[15:0],hns_s_mpam_csumon_num_mon,The number of CSU monitoring counters implemented in this component. dependent,RO,Configuration dependent
Table 8-691: cmn_hns_s_mpam_mbwumon_idr attributes,cmn_hns_s_mpam_mbwumon_idr,[63:32],Reserved,Reserved,RO,-
Table 8-691: cmn_hns_s_mpam_mbwumon_idr attributes,cmn_hns_s_mpam_mbwumon_idr,[31],hns_s_mpam_mbwumon_has_capture,0 MSMON_MBWU_CAPTURE is not implemented and there is no support for capture events in this component’s MBWU monitor feature. 1 This component’s MBWU monitor feature has an MSMON_MBWU_CAPTURE register for every MSMON_MBWU and supports the capture event behaviour.,RO,0x0
